City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Decription
347,Tocopilla,CL,-22.092,-70.1979,69.33,67,98,3.89,overcast clouds
348,Jalu,LY,29.0331,21.5482,59.65,84,7,4.43,clear sky
349,Torbay,CA,47.6666,-52.7314,30.76,94,75,9.22,broken clouds
350,Ko Samui,TH,9.5357,99.9357,80.51,94,40,0.0,scattered clouds
351,La Romana,DO,18.4273,-68.9728,73.76,88,40,0.0,scattered clouds
352,Marsh Harbour,BS,26.5412,-77.0636,75.36,72,3,5.23,clear sky
353,Portland,US,45.5234,-122.6762,44.89,94,100,4.0,overcast clouds
354,Alghero,IT,40.5589,8.3181,46.49,93,75,1.14,broken clouds
355,Semey,KZ,50.4111,80.2275,12.42,92,40,6.71,scattered clouds
356,Vostok,RU,46.4856,135.8833,8.69,72,100,3.27,overcast clouds
357,Saint-Georges,GD,12.0564,-61.7485,74.88,78,20,0.0,few clouds
358,Nagapattinam,IN,10.7667,79.8333,76.53,86,79,1.39,broken clouds
359,Bilibino,RU,68.0546,166.4372,-23.15,99,100,4.88,light snow
360,Deputatskiy,RU,69.3,139.9,-28.88,94,100,6.8,overcast clouds
361,Lasa,IT,46.6166,10.7002,16.36,55,0,4.74,clear sky
362,Bukama,CD,-9.2,25.85,68.0,98,100,2.01,light rain
363,Campbell River,CA,50.0163,-125.2446,38.73,100,75,3.44,broken clouds
364,Maku,IR,39.2911,44.4521,30.81,86,100,0.0,overcast clouds
365,Mardin,TR,37.3131,40.7436,44.11,59,100,3.62,overcast clouds
366,Grajau,BR,-5.8194,-46.1386,73.0,93,13,2.33,few clouds
367,Tautira,PF,-17.7333,-149.15,77.05,78,100,10.8,moderate rain
368,Tanggu,CN,39.0211,117.6469,35.56,22,0,15.57,clear sky
369,Sychevka,RU,55.8252,34.2736,36.59,100,100,14.2,overcast clouds
370,Chifeng,CN,42.2683,118.9636,22.44,34,2,20.15,clear sky
371,Ancud,CL,-41.8697,-73.8203,52.32,84,100,7.7,light rain
372,Atar,MR,20.5169,-13.0499,75.16,16,0,6.8,clear sky
373,Beni,CD,0.5,29.4667,60.51,99,98,1.61,light rain
374,Aranos,NA,-24.1333,19.1167,65.23,31,0,9.73,clear sky
375,Palana,RU,59.1167,159.9667,13.21,63,100,7.43,overcast clouds
376,Los Llanos De Aridane,ES,28.6585,-17.9182,67.12,76,0,10.0,clear sky
377,Vangaindrano,MG,-23.35,47.6,71.76,92,19,2.73,few clouds
378,Sambava,MG,-14.2667,50.1667,73.76,87,10,7.85,light rain
379,Asau,RO,46.4333,26.4,29.32,93,100,1.86,overcast clouds
380,San Andres,CO,12.5847,-81.7006,78.82,83,20,6.91,few clouds
381,Rypefjord,NO,70.6333,23.6667,21.67,73,31,5.75,scattered clouds
382,Cockburn Town,TC,21.4612,-71.1419,76.96,64,97,13.04,overcast clouds
383,Eenhana,NA,-17.4667,16.3333,66.4,25,100,6.4,overcast clouds
384,Broome,US,42.2506,-75.833,34.7,84,100,5.75,fog
385,Zheleznodorozhnyy,RU,55.7503,38.0042,37.92,98,100,16.22,snow
386,Saint-Francois,FR,46.4154,3.9054,22.68,93,25,1.14,scattered clouds
387,Viamao,BR,-30.0811,-51.0233,75.67,89,0,8.05,clear sky
388,Vilyuysk,RU,63.7553,121.6247,-34.35,94,100,8.25,overcast clouds
389,Yvetot,FR,49.6174,0.7581,33.13,90,100,8.77,overcast clouds
390,Zykovo,RU,55.9519,93.1461,-24.86,97,22,2.48,few clouds
391,Mushie,CD,-3.0167,16.9,71.28,94,98,1.86,overcast clouds
392,Kawalu,ID,-7.3817,108.2082,80.4,71,47,4.85,scattered clouds
393,Ongandjera,NA,-17.8833,15.0667,66.87,35,98,7.14,overcast clouds
394,Le Port,RE,-20.9373,55.2919,75.25,72,44,7.29,scattered clouds
395,Malinovoye Ozero,RU,51.6753,79.7825,8.53,97,100,4.65,overcast clouds
396,Plover,US,44.4564,-89.544,32.99,84,100,1.99,overcast clouds
397,Along,IN,28.1667,94.7667,58.66,62,0,1.01,clear sky
398,Kamenka,RU,51.3223,42.7678,28.26,82,100,20.94,overcast clouds
399,Longyearbyen,SJ,78.2186,15.6401,10.24,56,75,13.8,broken clouds
400,Yuli,NG,9.6989,10.2744,69.64,25,0,5.97,clear sky
401,Gerash,IR,27.6652,54.1371,37.54,45,0,1.68,clear sky
402,Okakarara,NA,-20.5833,17.4333,59.74,34,100,6.73,overcast clouds
403,Neftcala,AZ,39.3742,49.2472,47.44,81,100,6.73,light rain
404,Sonoita,MX,31.85,-112.8333,58.14,43,2,12.59,clear sky
405,Kahului,US,20.8947,-156.47,78.96,77,100,10.0,overcast clouds
406,Cabo San Lucas,MX,22.8909,-109.9124,74.52,62,2,1.99,clear sky
407,Palmer,US,42.1584,-72.3287,27.86,83,100,3.44,snow
408,Cognac,FR,45.5,-0.25,28.04,93,75,0.0,broken clouds
409,Bubaque,GW,11.2833,-15.8333,80.29,75,2,6.02,clear sky
410,Awbari,LY,26.5921,12.7805,61.63,51,0,4.54,clear sky
411,Rochester,US,43.1548,-77.6156,34.09,94,100,10.36,light snow
412,Khasan,RU,42.4308,130.6434,33.85,93,100,14.2,snow
413,Morondava,MG,-20.2833,44.2833,77.52,79,98,4.65,overcast clouds
414,Cauquenes,CL,-35.9671,-72.3225,55.53,62,0,6.55,clear sky
415,Bethel,US,41.3712,-73.414,32.9,86,100,1.99,light snow
416,Curuca,BR,-0.7289,-47.8481,74.57,92,43,4.79,scattered clouds
417,Haines Junction,CA,60.7522,-137.5108,-13.05,77,100,0.0,overcast clouds
418,Juba,SS,4.8517,31.5825,76.84,59,16,2.46,few clouds
419,Boa Vista,BR,2.8197,-60.6733,78.78,83,40,4.61,scattered clouds
420,Washington,US,47.5001,-120.5015,33.33,90,96,3.83,overcast clouds
421,Voh,NC,-20.9667,164.7,84.61,66,21,9.44,few clouds
422,Praia Da Vitoria,PT,38.7333,-27.0667,63.75,91,28,33.38,scattered clouds
423,Sechura,PE,-5.5569,-80.8222,69.75,78,87,13.18,overcast clouds
424,Madina,GH,5.6823,-0.1641,79.09,82,19,7.34,few clouds
425,Airai,TL,-8.9266,125.4092,78.6,39,87,0.98,overcast clouds
426,Porto Novo,BJ,6.4965,2.6036,78.21,88,11,4.74,few clouds
427,Aracati,BR,-4.5617,-37.7697,79.61,76,23,12.95,few clouds
428,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,72.81,86,100,3.13,overcast clouds
429,Matara,LK,5.9485,80.5353,75.87,88,100,6.24,overcast clouds
430,Arlit,NE,18.7369,7.3853,67.23,15,100,3.22,overcast clouds
431,Borovoy,RU,55.4333,86.0833,-8.32,77,0,2.24,clear sky
432,Dzialdowo,PL,53.2396,20.17,28.45,92,100,12.44,overcast clouds
433,Padang,ID,-0.9492,100.3543,75.25,85,100,2.64,moderate rain
434,Yeppoon,AU,-23.1333,150.7333,89.38,65,0,10.36,clear sky
435,Sao Filipe,CV,14.8961,-24.4956,77.41,73,0,7.78,clear sky
436,Terrasini,IT,38.146,13.0844,60.22,87,100,6.91,overcast clouds
437,Mnogovershinnyy,RU,53.9353,139.9242,-0.02,72,29,6.02,scattered clouds
438,Fort Wellington,GY,6.4,-57.6,76.93,86,96,7.52,overcast clouds
439,Pacifica,US,37.6138,-122.4869,48.63,91,100,12.66,overcast clouds
440,Presidencia Roque Saenz Pena,AR,-26.7852,-60.4388,78.39,77,93,5.44,overcast clouds
441,Havre-Saint-Pierre,CA,50.2334,-63.5986,9.93,61,27,7.85,scattered clouds
442,Kupang,ID,-10.1667,123.5833,88.38,58,20,4.61,few clouds
443,Maraa,BR,-1.8333,-65.3667,74.32,92,55,0.43,broken clouds
444,Thermi,GR,40.5471,23.0197,56.39,69,0,7.0,clear sky
445,College,US,64.8569,-147.8028,15.21,83,100,1.3,overcast clouds
446,Luba,GQ,3.4568,8.5547,79.48,82,45,7.78,scattered clouds
447,Ust-Nera,RU,64.5667,143.2,-44.91,98,97,5.08,overcast clouds
448,Vincennes,FR,48.85,2.4333,29.86,92,100,6.91,mist
449,Tevriz,RU,57.509,72.4042,3.2,95,100,9.57,light snow
450,Abha,SA,18.2164,42.5053,51.21,73,0,2.91,clear sky
451,Lorengau,PG,-2.0226,147.2712,83.77,72,100,4.23,overcast clouds
452,Vao,NC,-22.6667,167.4833,76.82,70,10,15.05,clear sky
453,Isabela,PH,6.7085,121.9711,84.2,72,100,7.07,overcast clouds
454,Lukaya,UG,-0.1489,31.8748,61.57,91,10,2.15,light rain
455,Fethiye,TR,36.6217,29.1164,66.07,87,100,7.27,overcast clouds
456,Antofagasta,CL,-23.65,-70.4,67.15,79,89,2.3,overcast clouds
457,Sibolga,ID,1.7427,98.7792,76.95,88,100,1.9,overcast clouds
458,Bozova,TR,37.3625,38.5267,47.32,72,100,5.88,light rain
459,Katobu,ID,-4.9408,122.5276,86.79,65,98,1.63,overcast clouds
460,Dali,CN,25.7,100.1833,50.49,46,0,2.26,clear sky
461,Tezu,IN,27.9167,96.1667,66.74,36,0,0.47,clear sky
462,Cervo,ES,43.6702,-7.4101,45.97,83,100,8.16,overcast clouds
463,Banda Aceh,ID,5.5577,95.3222,75.83,86,100,7.96,overcast clouds
464,Santa Cruz Cabralia,BR,-16.2781,-39.0247,77.23,88,20,6.91,few clouds
465,Ballina,AU,-28.8667,153.5667,87.78,65,76,19.01,broken clouds
466,Flin Flon,CA,54.7682,-101.865,24.31,91,100,11.3,overcast clouds
467,Camacha,PT,33.0833,-16.3333,63.82,88,0,1.14,clear sky
468,Ishigaki,JP,24.3448,124.1572,70.25,79,97,19.13,overcast clouds
469,Nikolskoye,RU,59.7035,30.7861,21.09,89,100,13.53,light snow
470,Abu Dhabi,AE,24.4667,54.3667,70.97,57,0,1.01,clear sky
471,Moju,BR,-1.8839,-48.7689,75.6,89,53,3.09,moderate rain
472,Aberfoyle,AU,-30.2667,152.0167,61.32,90,100,12.68,light rain
473,Gourdon,FR,44.75,1.5,27.25,52,80,0.96,broken clouds
474,Jutai,BR,-5.1833,-68.9,73.06,97,100,2.82,overcast clouds
475,Bethanien,NA,-26.502,17.1583,60.85,64,0,6.51,clear sky
476,Jaleswar,NP,26.6471,85.8008,60.87,71,0,0.78,clear sky
477,Mokhsogollokh,RU,61.4681,128.9203,-45.74,97,59,4.68,broken clouds
478,Kostroma,RU,57.7708,40.9344,26.69,95,100,16.31,snow
479,Port Blair,IN,11.6667,92.75,80.87,76,100,6.13,overcast clouds
480,La Macarena,CO,2.1837,-73.7849,69.21,99,94,2.01,overcast clouds
481,Rivadavia,AR,-33.1905,-68.4608,79.95,28,6,18.01,clear sky
482,Porto Santo,PT,33.072,-16.3415,66.58,88,0,1.14,clear sky
483,Binga,ZW,-17.6203,27.3414,73.11,74,28,3.83,scattered clouds
484,Zeya,RU,53.75,127.2667,3.0,95,100,4.27,light snow
485,Shimoda,JP,34.6667,138.95,50.11,60,12,16.24,few clouds
486,Kenai,US,60.5544,-151.2583,25.14,97,100,10.36,snow
487,Phuket,TH,8.0,98.25,84.09,83,20,4.61,few clouds
488,Richards Bay,ZA,-28.783,32.0377,71.42,93,100,1.54,light rain
489,Thibodaux,US,29.7958,-90.8229,67.98,93,1,1.01,clear sky
490,Mhlume,SZ,-26.0333,31.85,68.61,98,100,3.33,overcast clouds
491,Nemuro,JP,43.3236,145.575,30.79,55,97,10.83,overcast clouds
492,Kokopo,PG,-4.352,152.2633,80.4,80,98,4.25,light rain
493,Srivardhan,IN,18.0333,73.0167,77.27,58,97,4.99,overcast clouds
494,Esperance,AU,-33.8667,121.9,62.69,51,1,9.64,clear sky
495,Saint-Leu,RE,-21.15,55.2833,74.32,78,47,2.19,scattered clouds
496,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,18.19,68,40,2.24,scattered clouds
497,Valkeakoski,FI,61.2642,24.0312,18.27,90,100,12.03,overcast clouds
498,Anton Lizardo,MX,19.05,-95.9833,74.21,86,2,5.57,clear sky
499,Boyolangu,ID,-8.1181,111.8935,82.11,76,25,5.37,scattered clouds
500,Changde,CN,29.0464,111.6783,43.93,24,0,4.03,clear sky
501,Humaita,BR,-7.5061,-63.0208,73.22,93,69,1.19,broken clouds
502,Atyrau,KZ,47.1167,51.8833,10.42,72,0,15.66,clear sky
503,Esfarayen,IR,37.0765,57.5101,30.92,60,5,2.77,clear sky
504,Eyl,SO,7.9803,49.8164,72.61,75,30,15.28,scattered clouds
505,Shenjiamen,CN,29.9576,122.298,51.91,70,91,16.82,overcast clouds
506,Karlskoga,SE,59.3267,14.5239,16.92,92,30,6.04,scattered clouds
507,Rognan,NO,67.0953,15.3878,23.05,83,4,8.66,clear sky
508,Los Banos,PH,14.1667,121.1833,84.79,73,64,2.42,broken clouds
509,Namatanai,PG,-3.6667,152.4333,85.05,66,99,7.83,overcast clouds
510,Kodinsk,RU,58.6881,99.1844,-18.94,95,100,3.67,overcast clouds
511,Rincon,US,32.296,-81.2354,59.86,80,100,5.75,overcast clouds
512,Ikovka,RU,55.6089,64.9375,19.13,94,100,11.3,snow
513,Miri,MY,4.4148,114.0089,80.17,92,100,2.24,overcast clouds
514,Shingu,JP,33.7333,135.9833,53.19,45,0,5.01,clear sky
515,Lishui,CN,28.4604,119.9103,47.21,68,98,2.55,overcast clouds
516,Pidhorodne,UA,48.5753,35.1068,50.04,80,100,18.14,overcast clouds
517,Dicabisagan,PH,17.0818,122.4157,80.76,72,99,6.17,overcast clouds
518,Dori,BF,14.0354,-0.0345,70.79,14,24,9.89,few clouds
519,Emirdag,TR,39.0197,31.15,46.94,90,100,6.73,overcast clouds
520,Labrea,BR,-7.2586,-64.7981,75.13,92,100,1.34,overcast clouds
521,Belaya Gora,RU,68.5333,146.4167,-15.7,99,100,5.41,overcast clouds
522,Banyo,CM,6.75,11.8167,65.7,36,8,3.2,clear sky
523,Gornopravdinsk,RU,60.05,69.9,0.45,96,100,10.27,snow
524,Port Hedland,AU,-20.3167,118.5667,107.65,10,9,6.91,clear sky
525,Kilindoni,TZ,-7.9139,39.6668,80.08,76,9,7.7,clear sky
526,Mujiayingzi,CN,42.1167,118.7833,19.96,43,2,18.3,clear sky
527,Beyneu,KZ,45.3167,55.2,23.65,81,5,11.56,clear sky
528,Kirando,TZ,-7.4167,30.6,69.58,84,81,5.93,light rain
529,Cururupu,BR,-1.8283,-44.8683,75.51,89,82,2.62,broken clouds
530,Cruzeiro Do Sul,BR,-29.5128,-51.9853,77.52,83,0,1.81,clear sky
531,Cerritos,US,33.8583,-118.0648,55.85,66,0,10.36,clear sky
532,Urengoy,RU,65.9667,78.3667,-21.62,99,81,7.0,broken clouds
533,Charters Towers,AU,-20.1,146.2667,92.12,38,7,9.93,clear sky
534,Ushtobe,KZ,45.2514,77.9838,-0.62,89,4,5.48,clear sky
535,Leshan,CN,29.5623,103.7639,49.37,70,100,3.96,overcast clouds
536,Dubbo,AU,-32.25,148.6167,72.03,53,98,15.01,overcast clouds
537,Maniitsoq,GL,65.4167,-52.9,19.17,56,0,6.38,clear sky
538,Constitucion,CL,-35.3333,-72.4167,56.66,79,0,17.76,clear sky
539,Moa,CU,20.6569,-74.9403,74.86,80,11,9.86,few clouds
540,Seybaplaya,MX,19.65,-90.6667,71.06,77,59,6.11,light rain
541,Mount Isa,AU,-20.7333,139.5,98.37,23,8,9.22,clear sky
542,El Molino,CO,10.6523,-72.924,71.74,93,49,3.89,scattered clouds
543,Huangchuan,CN,32.1272,115.0394,41.31,37,95,7.7,overcast clouds
544,Kamarion,GR,36.8,25.8167,62.1,80,41,24.63,scattered clouds
545,Kutum,SD,14.2,24.6667,55.8,25,5,5.77,clear sky
546,Kirillov,RU,59.863,38.3813,14.63,90,100,13.4,snow
547,Porbandar,IN,21.6422,69.6093,69.6,44,0,11.48,clear sky
548,Pacific Grove,US,36.6177,-121.9166,48.42,88,100,11.99,moderate rain
549,Orsha,BY,54.5153,30.4053,35.2,100,100,13.67,overcast clouds
550,Lincoln,US,40.8,-96.667,30.27,86,75,11.5,broken clouds
551,Kapoeta,SS,4.7717,33.5903,77.88,54,6,10.13,clear sky
552,Nhulunbuy,AU,-12.2333,136.7667,92.01,55,68,11.5,broken clouds
553,Praya,CV,14.9215,-23.5087,73.94,78,0,14.97,clear sky
554,Alpena,US,45.0617,-83.4327,33.12,96,100,4.0,overcast clouds
555,Uitenhage,ZA,-33.7576,25.3971,72.41,90,97,11.74,overcast clouds
556,Tombouctou,ML,20.0,-3.0,70.57,15,0,8.66,clear sky
557,Guozhen,CN,34.3659,107.359,38.34,28,2,1.05,clear sky
558,Mount Gambier,AU,-37.8333,140.7667,58.87,63,64,16.84,light rain
559,Amfiklia,GR,38.6333,22.5833,49.3,75,27,5.39,scattered clouds
560,Ust-Maya,RU,60.4167,134.5333,-40.49,99,90,1.43,overcast clouds
561,Dunedin,NZ,-45.8742,170.5036,56.8,85,40,4.0,scattered clouds
562,Omboue,GA,-1.5746,9.2618,76.33,92,100,5.55,overcast clouds
563,Vuktyl,RU,63.8567,57.3094,-6.57,99,94,1.79,overcast clouds
564,Santa Lucia,ES,27.9117,-15.5407,60.12,88,20,1.14,few clouds
565,Kieta,PG,-6.2167,155.6333,84.58,70,48,3.96,light rain
566,Beausejour,CA,50.0622,-96.5167,30.83,85,100,11.65,overcast clouds
567,Burgeo,CA,47.6167,-57.6152,22.51,65,67,6.96,broken clouds
568,Verkhozim,RU,52.7122,45.418,22.15,66,35,17.4,scattered clouds
569,Guerrero Negro,MX,27.9769,-114.0611,59.97,75,100,10.83,overcast clouds
570,Lavrentiya,RU,65.5833,-171.0,8.2,88,32,13.53,scattered clouds
571,Baiyin,CN,36.5583,104.2081,20.71,46,5,3.69,clear sky
572,Pemangkat,ID,1.1667,108.9667,80.71,78,100,5.35,overcast clouds
573,Narasannapeta,IN,18.4167,84.05,74.19,75,12,4.25,few clouds
574,Port Shepstone,ZA,-30.7414,30.455,72.23,88,100,11.88,light rain
575,Oskarshamn,SE,57.2645,16.4484,25.99,94,100,13.87,snow
576,Sao Borja,BR,-28.6606,-56.0044,79.95,59,25,8.05,scattered clouds
577,Kropotkin,RU,45.4375,40.5756,39.31,77,100,12.68,overcast clouds
578,Sturgis,US,41.7992,-85.4192,37.2,100,100,0.0,overcast clouds
579,Fort-Shevchenko,KZ,44.5086,50.263,28.8,48,0,20.92,clear sky
580,Suntar,RU,62.1444,117.6319,-47.15,99,68,4.34,broken clouds
581,Vredendal,ZA,-31.6683,18.5012,68.23,88,32,8.81,light rain
582,Tateyama,JP,34.9833,139.8667,51.3,52,0,16.06,clear sky
583,Zhanakorgan,KZ,43.9098,67.2495,14.68,74,2,6.42,clear sky
584,Butterworth,MY,5.3991,100.3638,81.0,80,20,4.61,few clouds
585,Gidole,ET,5.65,37.3667,54.32,70,0,2.53,clear sky
586,Aguimes,ES,27.9054,-15.4461,65.03,88,20,1.14,few clouds
587,Suba,PH,10.8438,121.0102,81.1,81,100,11.43,overcast clouds
588,Balkanabat,TM,39.5108,54.3671,33.91,47,0,4.79,clear sky
589,Sloboda,RU,51.1421,40.3021,33.1,88,100,19.42,overcast clouds
590,Luau,AO,-10.7073,22.2247,64.35,97,100,3.49,light rain
591,Korla,CN,41.7597,86.1469,15.6,59,14,3.6,few clouds
592,Caravelas,BR,-17.7125,-39.2481,74.5,91,44,8.01,scattered clouds
593,Puerto Madryn,AR,-42.7692,-65.0385,61.02,55,99,5.17,overcast clouds
594,Tabas,IR,33.5959,56.9244,40.91,39,0,1.03,clear sky
595,General Roca,AR,-39.0333,-67.5833,72.63,33,0,19.46,clear sky
596,Vanimo,PG,-2.6741,141.3028,84.61,69,100,3.09,overcast clouds
597,Pisco,PE,-13.7,-76.2167,68.05,83,0,9.22,clear sky
598,Takoradi,GH,4.8845,-1.7554,78.67,83,83,7.05,broken clouds
599,Port Hardy,CA,50.6996,-127.4199,36.95,79,17,8.72,few clouds
600,Fernley,US,39.608,-119.2518,32.76,57,88,5.01,overcast clouds
601,Margate,GB,51.3813,1.3862,38.7,92,100,7.0,overcast clouds
602,Muisne,EC,0.6,-80.0333,74.84,81,100,6.67,overcast clouds
603,Garowe,SO,8.4054,48.4845,65.28,76,48,7.45,scattered clouds
604,Hualmay,PE,-11.0964,-77.6139,68.7,82,100,5.88,overcast clouds
605,Nola,IT,40.922,14.5329,55.92,69,98,3.85,overcast clouds
606,Pauini,BR,-7.7136,-66.9764,73.71,95,100,2.28,overcast clouds
607,Nouadhibou,MR,20.931,-17.0347,69.58,73,7,14.0,clear sky
608,Latung,PH,5.5,120.8833,82.38,77,96,9.42,overcast clouds
609,Ferrol,ES,43.4832,-8.2369,53.58,78,100,8.48,overcast clouds
610,Hervey Bay,AU,-25.2986,152.8535,78.94,71,1,13.02,clear sky
611,Kemijarvi,FI,66.7131,27.4306,-1.12,99,62,2.26,broken clouds
612,Najran,SA,17.4924,44.1277,52.43,76,0,1.59,clear sky
613,Ciudad Bolivar,VE,8.1222,-63.5497,76.6,80,53,12.03,broken clouds
614,Bushehr,IR,28.9684,50.8385,64.06,52,0,8.75,clear sky
615,Aklavik,CA,68.2191,-135.0107,-18.13,94,16,14.38,few clouds
616,Bousso,TD,10.4795,16.7117,70.63,22,0,6.33,clear sky
617,Columbus,US,39.9612,-82.9988,40.66,88,100,0.0,overcast clouds
618,Moindou,NC,-21.6924,165.677,81.07,68,58,13.73,broken clouds
619,Concepcion Del Oro,MX,24.6333,-101.4167,58.33,29,0,5.93,clear sky
620,Matagami,CA,49.7502,-77.6328,0.19,96,6,3.89,clear sky
621,Isangel,VU,-19.55,169.2667,83.21,70,13,9.86,few clouds
622,Plettenberg Bay,ZA,-34.0527,23.3716,68.05,96,100,5.77,overcast clouds
623,Mahajanga,MG,-15.7167,46.3167,77.02,94,40,3.44,scattered clouds
624,Ketchikan,US,55.3422,-131.6461,30.18,80,0,0.0,clear sky
625,Sanming,CN,26.2486,117.6186,52.02,88,100,3.87,overcast clouds
626,Portel,BR,-1.9356,-50.8211,76.41,84,36,5.3,scattered clouds
627,Ati,TD,13.2154,18.3353,68.13,15,5,9.17,clear sky
628,Porto Belo,BR,-27.1578,-48.5531,76.78,88,60,6.62,broken clouds
629,Kalmar,SE,56.6616,16.3616,26.96,93,100,13.0,overcast clouds
630,Abapo,BO,-18.8333,-63.4667,69.15,79,100,0.85,overcast clouds
631,Calvinia,ZA,-31.4707,19.776,66.43,79,0,6.24,clear sky
632,Marawi,PH,7.9986,124.2928,80.22,67,98,1.59,overcast clouds
633,La Crosse,US,43.8014,-91.2396,35.53,75,100,3.44,overcast clouds
634,Sale,MA,34.0389,-6.8166,68.76,100,100,14.97,moderate rain
635,Ambilobe,MG,-13.2,49.05,72.81,85,3,3.09,clear sky
636,Gulu,UG,2.7746,32.299,64.36,85,25,1.7,light rain
637,Hami,CN,42.8,93.45,17.28,39,3,4.41,clear sky
638,Tamasopo,MX,21.9333,-99.4833,58.75,95,57,1.92,broken clouds
639,Marinette,US,45.1,-87.6307,32.49,68,100,7.25,overcast clouds
640,Valdosta,US,30.8327,-83.2785,59.04,92,40,4.61,scattered clouds
641,Fomboni,KM,-12.28,43.7425,81.46,77,6,12.57,clear sky
642,Kirov,RU,58.5966,49.6601,18.54,95,100,5.44,light snow
643,Saint-Augustin,CA,51.226,-58.6502,6.78,76,98,7.43,overcast clouds
644,Mikhaylovka,RU,50.06,43.2379,30.78,70,12,19.33,few clouds
645,Coahuayana,MX,18.7333,-103.6833,72.32,88,0,1.19,clear sky
646,Worland,US,44.0169,-107.9554,40.35,81,0,3.0,clear sky
647,Kennebunk,US,43.384,-70.5448,24.4,75,100,8.05,overcast clouds
648,Omsukchan,RU,62.5333,155.8,-29.2,97,100,3.87,overcast clouds
649,Guymon,US,36.6828,-101.4816,51.8,54,0,17.27,clear sky
650,Surgut,RU,61.25,73.4167,-20.02,76,40,6.71,mist
651,Bud,US,39.447,-86.1758,41.02,81,27,5.28,scattered clouds
652,Evensk,RU,61.95,159.2333,-4.83,87,100,6.91,overcast clouds
653,Almaznyy,RU,48.0448,40.045,34.59,92,100,21.16,overcast clouds
654,Corralillo,CU,22.9819,-80.5856,72.12,67,0,8.03,clear sky
655,Antigonish,CA,45.6169,-61.9986,26.15,78,100,3.0,overcast clouds
656,Bonavista,CA,48.6499,-53.1147,27.09,73,99,14.12,overcast clouds
657,Falun,SE,60.6036,15.626,11.95,92,72,3.94,broken clouds
658,Sao Joao Nepomuceno,BR,-21.54,-43.0106,74.59,98,99,1.97,overcast clouds
659,Jennings,US,38.7192,-90.2604,38.01,83,100,8.05,overcast clouds
660,Quang Ngai,VN,15.1167,108.8,69.53,91,100,7.63,overcast clouds
661,Chichawatni,PK,30.5333,72.7,57.58,37,0,4.29,clear sky
662,Osmena,PH,10.5208,119.9258,81.0,80,100,12.28,overcast clouds
663,Ziro,IN,27.6333,93.8333,39.94,66,1,1.88,clear sky
664,San Quintin,MX,30.4833,-115.95,59.97,79,90,7.65,overcast clouds
665,Hirtshals,DK,57.5881,9.9592,27.59,77,89,15.66,overcast clouds
666,Sainte-Anne-Des-Monts,CA,49.124,-66.4924,15.93,67,53,1.45,broken clouds
667,Lata,PT,40.1629,-8.3327,59.81,97,100,4.34,overcast clouds
668,Ahipara,NZ,-35.1667,173.1667,69.82,64,3,7.05,clear sky
669,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,75.69,87,18,2.44,few clouds
670,Finschhafen,PG,-6.6024,147.8681,84.06,70,100,4.27,light rain
671,Tuusula,FI,60.4037,25.0264,21.74,82,100,17.27,overcast clouds
672,Iqaluit,CA,63.7506,-68.5145,6.53,77,100,2.3,light snow
673,Pangoa,PE,-12.1167,-73.0,68.34,99,100,2.24,overcast clouds
674,Nakasongola,UG,1.3089,32.4564,63.45,96,80,2.57,light rain
675,Otavi,NA,-19.65,17.3333,65.3,19,66,8.57,broken clouds
676,Marsa Matruh,EG,31.3525,27.2453,64.83,57,54,10.76,broken clouds
677,Escuinapa,MX,22.85,-105.8,68.27,80,0,3.02,clear sky
678,Ikom,NG,5.9667,8.7063,71.67,85,7,0.94,clear sky
679,Idrinskoye,RU,54.3708,92.1358,-11.18,97,14,3.0,few clouds
680,Itarema,BR,-2.9248,-39.9167,79.5,79,59,14.38,broken clouds
681,Davila,PH,18.4726,120.5763,82.38,71,82,9.4,broken clouds
682,Chirongui,YT,-12.9319,45.1483,80.53,76,4,12.26,clear sky
683,Camopi,GF,3.1655,-52.3158,70.61,99,99,2.1,overcast clouds
684,Inhambane,MZ,-23.865,35.3833,76.35,87,95,7.11,overcast clouds
685,Phalia,PK,32.4297,73.5775,53.4,38,0,2.91,clear sky
686,Zhigalovo,RU,54.8097,105.1578,-15.02,88,100,9.01,overcast clouds
687,Daru,PG,-9.0763,143.2092,83.82,76,100,4.45,light rain
688,Mwandiga,TZ,-4.83,29.6581,70.11,84,100,3.76,light rain
689,Kolondieba,ML,11.0882,-6.8926,70.5,17,100,5.39,overcast clouds
690,Coper,CO,5.4768,-74.0442,66.18,98,98,4.52,overcast clouds
691,Wainwright,CA,52.839,-110.8572,5.72,96,100,9.82,overcast clouds
692,Sola,VU,-13.8833,167.55,80.71,68,83,1.7,broken clouds
693,Qasigiannguit,GL,68.8193,-51.1922,16.05,72,41,5.14,scattered clouds
694,Sangar,RU,63.9242,127.4739,-31.31,97,100,1.97,overcast clouds
695,Repnoye,RU,51.5921,43.1861,27.95,79,85,20.11,overcast clouds
696,Bulungu,CD,-4.55,18.6,68.99,98,99,2.01,light rain
697,Blenheim,NZ,-41.516,173.9528,74.52,60,8,7.0,clear sky
698,Zhigansk,RU,66.7697,123.3711,-25.35,97,100,11.56,overcast clouds
